Product_ID,Category,Subcategory,Price,Brand,Average_Rating_of_Similar_Products,Product_Rating,Customer_Review_Sentiment_Score,Holiday,Season,Geographical_Location,Similar_Product_List,Probability_of_Recommendation
P4651,Fashion,T-shirt,2753,Brand D,4.6,4.6,0.29,Yes,Spring,USA,['T-shirt'],0.47
P4652,Electronics,Laptop,1390,Brand D,4.1,4.9,0.28,Yes,Autumn,India,"['Headphones', 'Laptop', 'Smartwatch']",0.28
P4653,Home Decor,Curtains,889,Brand D,4.7,2.5,0.72,No,Summer,India,"['Cushions', 'Lamp', 'Cushions']",0.35
P4654,Fashion,Jeans,3686,Brand D,4,2.4,0.44,Yes,Summer,USA,"['Jacket', 'T-shirt', 'Jacket']",0.14
P4655,Home Decor,Cushions,4106,Brand A,3.3,2,0.68,No,Winter,Canada,"['Curtains', 'Wall Art']",0.97
P4656,Home Decor,Wall Art,843,Brand B,2,2.9,0.09,No,Autumn,UK,['Wall Art'],0.91
P4657,Books,Comics,384,Brand C,3.9,3.9,0.26,Yes,Spring,USA,"['Non-fiction', 'Biography']",0.42
P4658,Home Decor,Wall Art,997,Brand C,3.7,2.8,0.32,Yes,Winter,Germany,"['Cushions', 'Wall Art']",0.78
P4659,Beauty,Foundation,3413,Brand C,3.2,3.8,0.22,No,Autumn,Germany,['Perfume'],0.65
P4660,Beauty,Foundation,2697,Brand A,2.6,3.4,0.84,Yes,Autumn,Germany,"['Foundation', 'Foundation', 'Perfume']",0.74
P4661,Books,Comics,2451,Brand D,4.1,3.9,0.18,No,Summer,India,"['Fiction', 'Biography', 'Non-fiction']",0.83
P4662,Beauty,Perfume,4026,Brand A,3.9,3.3,0.54,Yes,Winter,USA,"['Perfume', 'Lipstick', 'Lipstick']",0.85
P4663,Fashion,T-shirt,1963,Brand C,2.8,4.2,0.33,No,Winter,India,"['Shoes', 'Jacket']",0.45
P4664,Fitness,Treadmill,4088,Brand C,4.2,3.1,0.67,No,Autumn,USA,['Treadmill'],0.22
P4665,Beauty,Perfume,3675,Brand B,2,4,0.85,Yes,Spring,Germany,['Foundation'],0.43
P4666,Fashion,Jeans,4607,Brand D,2.9,2.5,0.62,Yes,Summer,UK,"['Jeans', 'Jacket', 'Jeans']",0.74
P4667,Books,Non-fiction,129,Brand D,2.5,4.6,0.06,Yes,Spring,India,"['Comics', 'Fiction', 'Fiction']",0.96
P4668,Home Decor,Lamp,1039,Brand D,4.7,3.5,0.89,No,Summer,USA,['Cushions'],0.64
P4669,Electronics,Smartwatch,544,Brand B,4.6,4.3,0.6,No,Winter,Germany,"['Smartphone', 'Headphones', 'Smartphone']",0.88
P4670,Books,Biography,4090,Brand C,4.5,3.6,0.37,Yes,Autumn,Canada,"['Non-fiction', 'Biography']",0.35
P4671,Books,Non-fiction,1692,Brand A,4.3,4.4,0.18,Yes,Summer,USA,"['Non-fiction', 'Biography']",0.12
P4672,Electronics,Smartphone,658,Brand B,2.3,4.9,0.49,No,Summer,UK,"['Smartphone', 'Laptop', 'Headphones']",0.43
P4673,Home Decor,Cushions,915,Brand A,2.7,4.1,0,No,Autumn,India,"['Cushions', 'Curtains', 'Lamp']",0.77
P4674,Electronics,Smartphone,4806,Brand C,3.4,2.4,0.92,Yes,Summer,Germany,"['Headphones', 'Smartwatch']",0.44
P4675,Books,Non-fiction,341,Brand D,2.7,2.2,0.33,No,Summer,Germany,"['Fiction', 'Biography']",0.44
P4676,Beauty,Moisturizer,786,Brand B,3.8,4.6,0.4,No,Summer,Canada,['Lipstick'],0.67
P4677,Home Decor,Cushions,434,Brand B,2.9,2.8,0.67,Yes,Summer,UK,"['Lamp', 'Curtains']",0.3
P4678,Beauty,Perfume,3847,Brand A,4.3,3.3,0.69,No,Autumn,India,"['Lipstick', 'Perfume']",0.92
P4679,Books,Biography,541,Brand D,3.4,4.4,0.87,Yes,Autumn,USA,"['Non-fiction', 'Fiction', 'Biography']",0.42
P4680,Home Decor,Lamp,168,Brand D,3.9,3.2,0.99,Yes,Summer,Germany,"['Cushions', 'Wall Art']",0.78
P4681,Books,Non-fiction,4337,Brand A,4.8,3.4,0.97,Yes,Summer,USA,"['Non-fiction', 'Biography', 'Non-fiction']",0.79
P4682,Home Decor,Curtains,122,Brand D,2.2,2.3,0.24,No,Summer,India,"['Lamp', 'Curtains', 'Lamp']",0.82
P4683,Fashion,Jeans,3653,Brand A,3.1,3.1,0.16,Yes,Winter,USA,"['Jeans', 'Jacket', 'Jacket']",0.83
P4684,Fitness,Treadmill,846,Brand D,4,3.7,0.63,No,Winter,India,"['Treadmill', 'Resistance Bands']",0.29
P4685,Beauty,Foundation,3205,Brand A,2.9,2.1,0.52,No,Summer,UK,"['Perfume', 'Perfume', 'Lipstick']",0.95
P4686,Books,Comics,1215,Brand B,4.9,2.9,0.61,Yes,Autumn,UK,"['Comics', 'Biography']",0.15
P4687,Fitness,Yoga Mat,4804,Brand D,3.5,3,0.61,Yes,Winter,India,"['Dumbbells', 'Resistance Bands']",0.4
P4688,Fashion,Jacket,1164,Brand A,4.5,4.4,0.52,No,Summer,USA,"['Jacket', 'Jeans']",0.26
P4689,Beauty,Foundation,479,Brand A,4,4.4,0.49,Yes,Autumn,Germany,"['Moisturizer', 'Moisturizer', 'Foundation']",0.99
P4690,Electronics,Smartphone,604,Brand A,4.2,2,0.38,No,Spring,India,"['Laptop', 'Smartwatch']",0.83
P4691,Electronics,Headphones,2501,Brand C,4.4,4.2,0.35,Yes,Autumn,UK,"['Headphones', 'Smartwatch']",0.11
P4692,Beauty,Lipstick,709,Brand C,2.2,2.5,0.69,No,Autumn,UK,"['Moisturizer', 'Perfume', 'Perfume']",0.84
P4693,Beauty,Perfume,4665,Brand C,2.3,2.9,0.92,Yes,Summer,USA,"['Foundation', 'Perfume']",0.47
P4694,Fitness,Dumbbells,4873,Brand B,2.5,4.9,0.38,No,Autumn,USA,['Dumbbells'],0.2
P4695,Books,Biography,2805,Brand C,4.2,2.5,0.8,No,Autumn,Canada,"['Fiction', 'Comics', 'Comics']",0.72
P4696,Fashion,T-shirt,2394,Brand C,3.5,3.1,0.02,No,Autumn,India,"['Jeans', 'T-shirt']",0.47
P4697,Fashion,Jeans,1787,Brand A,2.9,4.4,0.89,No,Autumn,USA,"['Jeans', 'Jacket', 'Jeans']",0.92
P4698,Home Decor,Curtains,3152,Brand B,2.8,2.4,0.9,No,Autumn,India,"['Cushions', 'Wall Art', 'Cushions']",0.61
P4699,Beauty,Foundation,1263,Brand B,3.7,2.9,0.64,Yes,Winter,Germany,"['Lipstick', 'Perfume', 'Foundation']",0.88
P4700,Fitness,Treadmill,2484,Brand A,4.8,4.1,0.68,No,Winter,India,"['Treadmill', 'Treadmill', 'Yoga Mat']",0.65
P4701,Electronics,Headphones,184,Brand D,5,4.6,0.67,No,Winter,Germany,"['Smartwatch', 'Smartwatch', 'Laptop']",0.41
P4702,Electronics,Headphones,4539,Brand B,3.4,3,0.87,No,Spring,Canada,"['Laptop', 'Smartwatch']",0.64
P4703,Electronics,Laptop,1854,Brand A,3.3,3.8,0.09,No,Summer,Germany,"['Headphones', 'Smartwatch']",0.37
P4704,Fitness,Dumbbells,2497,Brand A,2.8,3.6,0.8,No,Winter,Germany,"['Dumbbells', 'Dumbbells']",0.47
P4705,Electronics,Smartphone,4871,Brand A,2.8,3.7,0.67,Yes,Winter,USA,"['Smartphone', 'Laptop']",0.46
P4706,Beauty,Lipstick,1283,Brand D,3.7,3.4,0.73,Yes,Summer,USA,"['Lipstick', 'Lipstick']",0.21
P4707,Fitness,Treadmill,4061,Brand A,3.9,3.6,1,No,Spring,USA,['Treadmill'],0.34
P4708,Home Decor,Wall Art,3892,Brand B,2.2,2.7,0.8,Yes,Winter,UK,"['Curtains', 'Wall Art', 'Curtains']",0.55
P4709,Beauty,Perfume,2370,Brand C,3.8,4,0.33,No,Winter,India,['Perfume'],0.56
P4710,Fitness,Resistance Bands,997,Brand A,4.3,3.2,0.33,No,Spring,Germany,"['Dumbbells', 'Resistance Bands', 'Resistance Bands']",0.39
P4711,Books,Biography,1216,Brand C,4.2,2,0.47,Yes,Summer,India,"['Fiction', 'Fiction']",0.89
P4712,Home Decor,Curtains,477,Brand A,3.4,3.3,0.35,Yes,Spring,Canada,"['Wall Art', 'Lamp']",0.58
P4713,Books,Fiction,1110,Brand C,2.3,2,0.49,No,Summer,India,"['Comics', 'Biography']",1
P4714,Electronics,Headphones,1466,Brand C,2.8,2.4,0.86,Yes,Autumn,Canada,['Smartphone'],0.48
P4715,Books,Non-fiction,2075,Brand C,3.1,2.8,0.69,No,Winter,Canada,['Comics'],0.13
P4716,Books,Non-fiction,2824,Brand B,4.6,2.9,0.82,No,Autumn,Canada,"['Biography', 'Non-fiction']",0.93
P4717,Books,Fiction,191,Brand D,4.9,2.8,0.3,Yes,Summer,UK,['Fiction'],0.32
P4718,Home Decor,Wall Art,4426,Brand B,3.5,3.8,0.31,No,Autumn,Canada,"['Lamp', 'Curtains', 'Lamp']",0.8
P4719,Electronics,Smartphone,3775,Brand A,4.8,3.6,0.53,Yes,Autumn,USA,"['Smartwatch', 'Smartwatch']",0.29
P4720,Home Decor,Wall Art,749,Brand D,2.4,3.1,0.56,No,Summer,UK,['Curtains'],0.75
P4721,Beauty,Lipstick,4870,Brand C,2.3,2.2,0.2,No,Autumn,India,['Moisturizer'],0.73
P4722,Electronics,Smartphone,4260,Brand B,2.5,4.1,0.31,No,Spring,Germany,['Smartwatch'],0.93
P4723,Fitness,Resistance Bands,4075,Brand B,3.7,4.5,0.98,No,Winter,India,['Yoga Mat'],0.34
P4724,Home Decor,Cushions,870,Brand C,2.4,4.7,0.84,No,Spring,Canada,"['Wall Art', 'Curtains', 'Curtains']",0.2
P4725,Home Decor,Curtains,1914,Brand B,2.7,4.3,0.95,Yes,Autumn,Germany,"['Lamp', 'Curtains', 'Lamp']",0.47
P4726,Books,Comics,775,Brand C,2.2,3.6,0.74,Yes,Autumn,India,"['Fiction', 'Biography', 'Fiction']",0.66
P4727,Electronics,Laptop,3945,Brand B,2.5,4,0.5,No,Autumn,UK,"['Headphones', 'Smartwatch']",0.64
P4728,Books,Fiction,1156,Brand A,3.6,4.8,0.05,Yes,Summer,USA,['Fiction'],0.99
P4729,Fitness,Yoga Mat,1699,Brand C,3.7,2.1,0.05,No,Autumn,UK,"['Yoga Mat', 'Treadmill']",0.6
P4730,Fitness,Treadmill,3675,Brand B,2.1,4.3,0.13,No,Autumn,Canada,"['Resistance Bands', 'Yoga Mat']",0.27
P4731,Fitness,Dumbbells,4396,Brand C,4.3,4.9,0.61,No,Autumn,Germany,['Resistance Bands'],0.11
P4732,Home Decor,Curtains,2512,Brand A,2.4,3.5,0.69,Yes,Spring,Canada,"['Lamp', 'Lamp']",0.23
P4733,Books,Fiction,3040,Brand D,2.2,4.7,0.1,Yes,Summer,Germany,['Non-fiction'],0.76
P4734,Books,Comics,2260,Brand A,3.8,3.8,0.02,Yes,Summer,USA,"['Non-fiction', 'Biography']",0.58
P4735,Fitness,Yoga Mat,2307,Brand C,4.6,3,0.47,Yes,Autumn,UK,"['Resistance Bands', 'Yoga Mat']",0.66
P4736,Fitness,Dumbbells,1403,Brand D,3.7,2.3,0.15,Yes,Spring,USA,"['Yoga Mat', 'Resistance Bands']",0.81
P4737,Fitness,Yoga Mat,3585,Brand D,2.9,3.2,0.59,No,Autumn,Germany,"['Resistance Bands', 'Resistance Bands', 'Treadmill']",0.4
P4738,Fitness,Yoga Mat,1006,Brand D,3.6,2.2,0.9,No,Winter,USA,"['Treadmill', 'Dumbbells', 'Dumbbells']",0.95
P4739,Books,Fiction,1799,Brand B,4.4,2.1,0.2,No,Spring,Germany,"['Fiction', 'Biography', 'Fiction']",0.88
P4740,Home Decor,Wall Art,2833,Brand A,2.7,3,0.19,No,Autumn,USA,"['Lamp', 'Curtains', 'Curtains']",0.62
P4741,Fitness,Dumbbells,4993,Brand D,3.5,2,0.07,Yes,Spring,India,['Dumbbells'],0.35
P4742,Fashion,T-shirt,3218,Brand D,3.8,2.8,0.06,Yes,Autumn,USA,"['Jeans', 'Jacket', 'Shoes']",0.26
P4743,Electronics,Smartwatch,2598,Brand A,4.2,2.1,0.89,No,Autumn,USA,"['Laptop', 'Smartwatch', 'Laptop']",0.97
P4744,Beauty,Moisturizer,268,Brand A,3.9,4,0.34,No,Winter,USA,['Lipstick'],0.32
P4745,Electronics,Headphones,2409,Brand B,4.3,5,0.89,Yes,Summer,Germany,"['Smartphone', 'Laptop']",0.92
P4746,Fitness,Resistance Bands,4437,Brand C,3.3,4.5,0.46,No,Spring,India,['Resistance Bands'],0.99
P4747,Fashion,T-shirt,4903,Brand B,3.3,2.6,0.1,No,Summer,Canada,"['Jeans', 'Shoes']",0.14
P4748,Beauty,Foundation,4274,Brand B,2.4,4.5,0.36,Yes,Autumn,USA,['Moisturizer'],0.2
P4749,Home Decor,Cushions,1710,Brand B,3.7,3.7,0.5,Yes,Winter,Canada,['Lamp'],0.23
P4750,Books,Non-fiction,3887,Brand D,2.7,2.4,0.29,No,Spring,Germany,"['Non-fiction', 'Biography']",0.43
P4751,Books,Fiction,4865,Brand A,3.4,2.3,0.52,No,Winter,UK,"['Non-fiction', 'Comics', 'Fiction']",0.87
P4752,Home Decor,Cushions,2725,Brand D,3,3.4,0.39,No,Winter,Germany,"['Lamp', 'Cushions', 'Cushions']",0.7
P4753,Electronics,Headphones,2125,Brand A,4.8,4.6,0.68,Yes,Summer,India,['Smartwatch'],0.64
P4754,Home Decor,Wall Art,3914,Brand C,2,2.2,0.39,Yes,Winter,UK,"['Curtains', 'Curtains']",0.35
P4755,Fitness,Resistance Bands,1666,Brand B,4.1,3.5,0.55,Yes,Winter,USA,['Treadmill'],0.91
P4756,Electronics,Smartphone,2763,Brand B,4.4,4.6,0.62,No,Spring,Canada,"['Smartwatch', 'Smartwatch', 'Smartwatch']",0.9
P4757,Books,Comics,3738,Brand D,4.7,3.1,0.42,Yes,Winter,USA,"['Fiction', 'Comics', 'Comics']",0.66
P4758,Electronics,Headphones,2311,Brand C,4.9,3.8,0.9,Yes,Winter,Canada,"['Smartwatch', 'Smartwatch', 'Smartphone']",0.17
P4759,Fashion,Shoes,3201,Brand D,3.7,3.4,0.4,Yes,Autumn,USA,"['Jacket', 'Jeans']",0.59
P4760,Home Decor,Lamp,594,Brand B,4.7,3.5,0.98,Yes,Summer,India,"['Cushions', 'Curtains', 'Cushions']",0.85
P4761,Books,Non-fiction,316,Brand B,3,4.9,0.62,Yes,Spring,Germany,"['Fiction', 'Fiction']",0.59
P4762,Electronics,Smartwatch,3129,Brand B,4.4,4.3,0.77,No,Spring,USA,['Headphones'],0.71
P4763,Beauty,Lipstick,620,Brand D,2.5,4.4,0.34,No,Winter,India,"['Perfume', 'Foundation']",0.88
P4764,Home Decor,Wall Art,1870,Brand D,2.4,2.6,0.82,No,Autumn,Canada,"['Cushions', 'Cushions', 'Lamp']",0.29
P4765,Fashion,Jacket,2639,Brand D,4.6,4,0.58,Yes,Winter,USA,"['T-shirt', 'Jacket']",0.48
P4766,Home Decor,Lamp,1675,Brand C,2.1,4.8,0.74,No,Winter,USA,"['Lamp', 'Cushions', 'Curtains']",0.65
P4767,Fitness,Resistance Bands,3848,Brand D,3.7,2.8,0.06,No,Winter,USA,"['Treadmill', 'Dumbbells', 'Resistance Bands']",1
P4768,Home Decor,Curtains,1295,Brand D,2.7,4.5,0.44,No,Spring,Canada,"['Lamp', 'Wall Art']",0.69
P4769,Electronics,Laptop,2222,Brand C,4.9,2.1,0.36,No,Summer,India,['Smartphone'],0.5
P4770,Beauty,Lipstick,1055,Brand B,4.2,2.5,0.05,No,Winter,Canada,['Moisturizer'],0.92
P4771,Fashion,Shoes,300,Brand D,2.4,3.5,0.05,No,Winter,India,['Jeans'],0.2
P4772,Fitness,Yoga Mat,1885,Brand C,4.7,3.3,0.36,No,Spring,Canada,['Dumbbells'],0.14
P4773,Fashion,Jeans,1578,Brand A,3.1,2.1,0.83,Yes,Summer,Canada,"['Jacket', 'Shoes', 'Jacket']",0.6
P4774,Home Decor,Wall Art,3280,Brand A,4.2,2.3,0.36,No,Summer,India,['Curtains'],0.5
P4775,Home Decor,Lamp,2440,Brand B,3.7,4.5,0.68,Yes,Spring,UK,"['Curtains', 'Wall Art', 'Cushions']",0.85
P4776,Electronics,Laptop,4918,Brand A,2.1,3,0.03,No,Summer,Canada,['Laptop'],0.82
P4777,Fashion,Shoes,2302,Brand A,4.4,3.4,0.49,Yes,Summer,India,"['Jacket', 'Shoes', 'Jacket']",0.55
P4778,Home Decor,Wall Art,3004,Brand D,3.8,4.3,0.33,Yes,Summer,Germany,['Curtains'],0.48
P4779,Electronics,Smartwatch,3078,Brand A,4.7,4.7,0.36,Yes,Winter,UK,"['Smartphone', 'Smartwatch']",0.43
P4780,Books,Fiction,2429,Brand A,2.2,4,0.26,No,Winter,India,"['Comics', 'Comics', 'Biography']",0.21
P4781,Beauty,Perfume,3196,Brand A,2.4,2.8,0.63,Yes,Summer,UK,"['Foundation', 'Moisturizer']",0.26
P4782,Books,Comics,3558,Brand C,3.1,3.9,0.65,Yes,Winter,USA,['Fiction'],0.51
P4783,Beauty,Moisturizer,3130,Brand A,2.8,2.9,0.01,No,Spring,India,"['Lipstick', 'Moisturizer', 'Perfume']",0.36
P4784,Fashion,Jeans,4804,Brand A,2.2,3,0.34,No,Autumn,Canada,"['Jacket', 'T-shirt']",0.97
P4785,Beauty,Perfume,2886,Brand C,4.7,4.3,0.18,Yes,Winter,USA,"['Lipstick', 'Perfume']",0.12
P4786,Fashion,Shoes,2200,Brand B,2.2,4.3,0.31,Yes,Autumn,India,"['Shoes', 'Jacket']",0.33
P4787,Home Decor,Lamp,4471,Brand A,4.7,2.4,0.6,Yes,Spring,Germany,['Cushions'],0.43
P4788,Fashion,T-shirt,2830,Brand A,3,3.4,0.44,No,Summer,Germany,['Jacket'],0.39
P4789,Electronics,Laptop,2814,Brand A,3.6,2.4,0.27,Yes,Summer,India,"['Smartwatch', 'Smartwatch', 'Smartphone']",0.7
P4790,Home Decor,Curtains,715,Brand B,3.6,3.7,0.41,No,Autumn,Canada,['Wall Art'],0.68
P4791,Fashion,Jeans,3431,Brand D,3.7,4.8,0.31,No,Autumn,UK,"['T-shirt', 'T-shirt']",0.51
P4792,Fashion,Jacket,4903,Brand D,3.4,3,0.16,Yes,Summer,UK,['Jacket'],0.96
P4793,Beauty,Lipstick,2552,Brand A,3.2,2.4,0.77,Yes,Winter,Germany,"['Perfume', 'Foundation', 'Perfume']",0.56
P4794,Fashion,Jeans,3517,Brand B,3.4,4.4,0.57,Yes,Winter,Canada,"['Jeans', 'Shoes', 'Shoes']",0.67
P4795,Beauty,Moisturizer,4672,Brand A,3.4,2,0.8,Yes,Spring,UK,"['Perfume', 'Foundation']",0.84
P4796,Fashion,Shoes,4252,Brand B,2.3,3.4,0.39,No,Summer,Germany,"['Jacket', 'Jacket', 'Jeans']",0.79
P4797,Fitness,Treadmill,3173,Brand B,3.9,2.2,0.91,No,Summer,India,"['Treadmill', 'Resistance Bands']",0.81
P4798,Home Decor,Lamp,1794,Brand B,4.5,4.5,0.12,Yes,Winter,USA,['Lamp'],0.23
P4799,Fashion,Jeans,4770,Brand C,3.6,2.4,0.12,Yes,Spring,Canada,"['Shoes', 'Jacket']",0.69
P4800,Beauty,Lipstick,4800,Brand D,3.9,3.6,0.47,No,Autumn,Germany,"['Moisturizer', 'Foundation']",0.51
P4801,Home Decor,Curtains,2507,Brand D,2.7,3.4,0.45,Yes,Spring,India,['Wall Art'],0.23
P4802,Fitness,Treadmill,1051,Brand D,3.3,3.7,0.11,No,Summer,India,['Treadmill'],0.57
P4803,Books,Comics,2059,Brand B,2.9,3,0.67,No,Winter,Canada,['Biography'],0.23
P4804,Home Decor,Curtains,2688,Brand B,2.6,4.4,0.35,No,Summer,USA,"['Curtains', 'Curtains', 'Curtains']",0.4
P4805,Home Decor,Lamp,3120,Brand D,4.6,4.1,0.49,Yes,Summer,Germany,['Wall Art'],0.84
P4806,Beauty,Moisturizer,750,Brand B,2.7,4.3,0.96,Yes,Summer,USA,"['Perfume', 'Moisturizer', 'Foundation']",0.23
P4807,Home Decor,Lamp,154,Brand A,3,4.1,0.83,No,Summer,Canada,"['Lamp', 'Wall Art', 'Curtains']",0.47
P4808,Electronics,Laptop,1187,Brand A,2.2,3.9,0.72,No,Winter,Canada,"['Smartwatch', 'Laptop']",0.26
P4809,Books,Biography,4927,Brand A,2.8,2.2,0.31,No,Summer,USA,"['Fiction', 'Biography', 'Biography']",0.63
P4810,Beauty,Lipstick,3271,Brand C,4.8,3.1,0.15,No,Summer,India,"['Lipstick', 'Moisturizer']",0.2
P4811,Electronics,Smartwatch,3204,Brand A,4.1,4.4,0.85,No,Autumn,India,['Smartwatch'],0.54
P4812,Beauty,Foundation,4798,Brand C,3.4,2.2,0.79,No,Summer,Germany,"['Lipstick', 'Lipstick', 'Lipstick']",0.77
P4813,Beauty,Lipstick,4084,Brand B,2.7,3.2,0.12,Yes,Spring,UK,"['Lipstick', 'Foundation']",0.44
P4814,Electronics,Smartphone,1997,Brand A,2.8,2.1,0.73,No,Winter,Germany,"['Smartwatch', 'Smartphone']",0.47
P4815,Books,Non-fiction,1704,Brand A,2.8,3.8,0.99,Yes,Summer,Germany,"['Fiction', 'Comics', 'Biography']",0.17
P4816,Home Decor,Cushions,1857,Brand C,3,2.3,0.45,No,Spring,UK,"['Curtains', 'Lamp', 'Curtains']",0.55
P4817,Books,Comics,2762,Brand D,3.3,3.4,0.99,No,Autumn,Germany,"['Non-fiction', 'Fiction']",0.91
P4818,Home Decor,Cushions,2221,Brand C,4.7,3,0.44,Yes,Spring,USA,"['Lamp', 'Cushions', 'Wall Art']",0.7
P4819,Fitness,Dumbbells,514,Brand B,2.3,3.4,0.17,Yes,Summer,India,"['Resistance Bands', 'Treadmill']",0.35
P4820,Fitness,Dumbbells,3626,Brand A,3.2,4,0.3,Yes,Winter,Canada,"['Treadmill', 'Yoga Mat', 'Resistance Bands']",0.28
P4821,Fitness,Dumbbells,559,Brand A,2.4,3.2,0.33,No,Winter,India,"['Treadmill', 'Resistance Bands']",0.28
P4822,Fashion,Jacket,3459,Brand B,4.2,3.6,0.18,No,Spring,Germany,['T-shirt'],0.82
P4823,Home Decor,Curtains,2362,Brand A,2.5,4,0.99,No,Summer,India,"['Cushions', 'Lamp']",0.93
P4824,Beauty,Perfume,3730,Brand D,2,2.5,0.54,No,Winter,UK,"['Lipstick', 'Moisturizer', 'Foundation']",0.35
P4825,Electronics,Smartphone,1803,Brand D,2.6,4.7,0.05,Yes,Winter,Germany,"['Laptop', 'Smartwatch']",0.85
P4826,Books,Fiction,4533,Brand A,3.8,3.5,0.21,No,Autumn,UK,['Non-fiction'],0.9
P4827,Books,Fiction,4704,Brand A,2,2.1,0.58,No,Autumn,India,['Fiction'],0.59
P4828,Electronics,Smartwatch,818,Brand A,2.2,4.3,0.31,Yes,Spring,UK,"['Laptop', 'Smartphone']",0.64
P4829,Beauty,Moisturizer,4561,Brand B,4.4,2.6,0.9,No,Spring,Canada,['Foundation'],0.73
P4830,Home Decor,Wall Art,2969,Brand B,3,3.3,0.92,Yes,Summer,UK,"['Lamp', 'Wall Art', 'Curtains']",0.82
P4831,Electronics,Laptop,548,Brand C,3.8,4.5,0.48,No,Winter,USA,['Smartwatch'],0.4
P4832,Home Decor,Cushions,2767,Brand C,4.3,4.2,0.77,Yes,Spring,USA,['Curtains'],0.95
P4833,Fitness,Yoga Mat,145,Brand B,2.4,4.4,0.1,No,Autumn,Canada,['Dumbbells'],0.53
P4834,Electronics,Smartwatch,3936,Brand C,5,2.8,0.81,No,Summer,USA,['Headphones'],0.97
P4835,Books,Comics,479,Brand D,2.9,2.4,0.36,No,Autumn,Canada,"['Non-fiction', 'Fiction']",0.44
P4836,Fitness,Resistance Bands,2536,Brand C,2.3,2.6,0.41,No,Summer,India,"['Yoga Mat', 'Treadmill', 'Treadmill']",0.86
P4837,Fashion,Shoes,2284,Brand A,4.2,3.4,0.73,Yes,Autumn,India,"['T-shirt', 'Jeans', 'Shoes']",0.47
P4838,Fashion,T-shirt,3754,Brand C,4.4,4.2,0.76,Yes,Spring,Canada,['Jacket'],0.33
P4839,Fashion,Jeans,3947,Brand A,2.6,3.5,0.5,No,Spring,Canada,"['T-shirt', 'Jacket']",0.23
P4840,Fashion,T-shirt,321,Brand C,2.1,4.6,0.76,Yes,Autumn,Germany,"['Jacket', 'T-shirt', 'Shoes']",0.16
P4841,Home Decor,Wall Art,407,Brand A,2.4,3.7,0.67,Yes,Autumn,Germany,['Wall Art'],0.66
P4842,Books,Comics,2918,Brand C,2.1,3.5,0.51,Yes,Summer,Canada,"['Biography', 'Fiction']",0.91
P4843,Fashion,Jacket,4935,Brand A,3.2,3.2,0.11,No,Autumn,Germany,"['Shoes', 'Shoes', 'Shoes']",0.89
P4844,Beauty,Foundation,3673,Brand D,3.2,3.2,0.04,No,Autumn,UK,"['Foundation', 'Lipstick']",0.12
P4845,Beauty,Lipstick,2397,Brand D,2.4,3.4,0.48,Yes,Autumn,UK,"['Perfume', 'Lipstick']",0.45
P4846,Beauty,Lipstick,2309,Brand C,4.7,2.6,0.14,Yes,Winter,Germany,['Moisturizer'],0.19
P4847,Fashion,Jacket,734,Brand B,3.2,4.1,0.59,No,Spring,Germany,"['T-shirt', 'Jacket', 'T-shirt']",0.78
P4848,Books,Comics,4089,Brand D,2.5,3.6,0.42,No,Autumn,India,"['Fiction', 'Non-fiction']",0.66
P4849,Electronics,Smartphone,4944,Brand C,4.5,2.6,0.71,Yes,Winter,Germany,"['Smartphone', 'Laptop']",0.94
P4850,Home Decor,Lamp,2694,Brand C,3.7,3.6,0.14,Yes,Summer,USA,"['Curtains', 'Cushions', 'Wall Art']",0.41
P4851,Fashion,Jacket,3552,Brand A,3.4,2.7,0.75,Yes,Autumn,UK,"['Jacket', 'Shoes']",0.5
P4852,Electronics,Smartphone,4478,Brand C,2.9,4.6,0.13,No,Autumn,USA,"['Laptop', 'Smartphone']",0.49
P4853,Fitness,Treadmill,228,Brand B,4.8,5,0.72,Yes,Spring,USA,['Treadmill'],0.35
P4854,Books,Non-fiction,2410,Brand B,2.5,3.6,0.79,No,Spring,India,"['Non-fiction', 'Comics', 'Fiction']",0.4
P4855,Fitness,Yoga Mat,4039,Brand B,2.4,2.4,0.28,No,Autumn,USA,['Resistance Bands'],0.64
P4856,Books,Non-fiction,1185,Brand D,4.7,2.6,0.78,Yes,Spring,Germany,['Fiction'],0.13
P4857,Home Decor,Wall Art,2266,Brand A,4.2,2.7,0.97,Yes,Summer,USA,"['Lamp', 'Cushions', 'Lamp']",0.72
P4858,Books,Fiction,3040,Brand B,4.8,3.7,0.33,Yes,Autumn,India,['Fiction'],0.14
P4859,Fashion,Jacket,3296,Brand D,3.2,4.5,0.46,Yes,Summer,Germany,"['Jacket', 'Jacket', 'Shoes']",0.99
P4860,Fashion,Shoes,510,Brand C,4.6,2.7,0.06,Yes,Summer,India,"['Jeans', 'Jeans']",0.96
P4861,Fashion,Jacket,931,Brand D,4.5,3,0.42,Yes,Spring,Germany,"['T-shirt', 'T-shirt']",0.69
P4862,Electronics,Headphones,4215,Brand A,4.4,4.8,0.95,Yes,Autumn,Germany,['Smartwatch'],0.54
P4863,Fitness,Dumbbells,2928,Brand A,4.4,3.8,0.91,No,Autumn,Canada,"['Yoga Mat', 'Resistance Bands', 'Dumbbells']",0.48
P4864,Home Decor,Curtains,2426,Brand C,4.5,4.5,0.11,Yes,Winter,UK,"['Curtains', 'Cushions']",0.77
